time,COR_Status,Controller_Mode,EStop_State,Machine_Mode,avail,dev_asset_chg,dev_asset_rem,Block_Number,Current_Tool,Execution,Part_Count,Program_Name_Editing,Program_Name_Running,A_Axis_Load,A_Position,C_Axis_Load,C_Position,Machine_Time,Spindle_Time,energy,watt,Feed_Override,Feed_Rate,Program_Runtime_Seconds,Rapid_Override,Rapid_Speed,S_Axis_Load,Spindle_Override,Spindle_Speed,smapeak,smarms,smcrest,smtemp,smvrms,X_Axis_Load,X_Position,xmapeak,xmarms,xmcrest,xmtemp,xmvrms,Y_Axis_Load,Y_Position,ymapeak,ymarms,ymcrest,ymtemp,ymvrms,Z_Axis_Load,Z_Position,zmapeak,zmarms,zmcrest,zmtemp,zmvrms
0.0,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1647.0344,150,0.0,0,15,0,0,50,0.0,200,100,4.0,24.3,0.0,6,4.93983159102415e-06,300,100,2.2,21.7,0.0,4,508.0000042,1400,900,1.6,25,0.0,32,-99.8670012,300,100,3.8,28.0,0.0
0.155147,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1647.0344,150,0.0,0,15,0,0,50,0.0,200,100,4.0,24.3,0.0,6,4.93983159102415e-06,300,100,2.2,21.7,0.0,4,508.0000042,1400,900,1.6,25,0.0,32,-99.86698976,300,100,3.8,28.0,0.0
0.319684,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1647.0344,150,0.0,0,15,0,0,50,0.0,900,100,10.2,24.3,0.0,6,4.93983159102415e-06,400,100,2.8,21.7,0.0,4,508.0000042,1500,900,1.7,25,0.1,32,-99.8670012,11600,3900,3.0,28.0,0.3
0.475618,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1647.0344,150,0.0,0,15,0,0,50,0.0,900,100,10.2,24.3,0.0,6,4.93983159102415e-06,400,100,2.8,21.7,0.0,4,507.9999927,1500,900,1.7,25,0.1,32,-99.8670012,11600,3900,3.0,28.0,0.3
4.601907,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,6,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,80.0,1,15,0,0,50,0.0,900,100,10.2,24.3,0.0,6,4.93983159102415e-06,400,100,2.8,21.7,0.0,4,507.9999927,1500,900,1.7,25,0.1,46,-40.83488485,11600,3900,3.0,28.0,0.3
4.760266,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,6,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,80.0,1,15,0,0,50,0.0,900,100,10.2,24.3,0.0,6,-6.5e-06,400,100,2.8,21.7,0.0,4,508.0000042,1500,900,1.7,25,0.1,46,-24.33489827,11600,3900,3.0,28.0,0.3
4.909502,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,61.28333,1,15,0,0,50,0.0,900,100,10.2,24.3,0.0,6,0.003101436,400,100,2.8,21.7,0.0,4,507.9997807,1500,900,1.7,25,0.1,46,-16.21402363,11600,3900,3.0,28.0,0.3
5.052121,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,68.53333,1,15,0,0,50,0.0,900,100,10.2,24.3,0.0,36,3.10269482,400,100,2.8,21.7,0.0,25,505.1976834,1500,900,1.7,25,0.1,38,-13.972988,11600,3900,3.0,28.0,0.3
5.855804,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,95.0,2,15,0,0,50,0.0,200,100,4.2,24.3,0.0,15,61.17181075,600,200,3.2,21.7,0.0,10,452.759801,3300,1200,2.7,25,0.1,37,-13.97060773,800,400,2.0,28.0,0.0
6.009416,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,95.0,2,15,0,0,50,0.0,200,100,4.2,24.3,0.0,16,72.06486929,600,200,3.2,21.7,0.0,9,442.9228477,3300,1200,2.7,25,0.1,37,-13.97060773,800,400,2.0,28.0,0.0
6.159016,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1326.6016,150,95.0,2,15,0,0,50,0.0,200,100,4.2,24.3,0.0,15,86.60690741,600,200,3.2,21.7,0.0,9,429.7909235,3300,1200,2.7,25,0.1,37,-13.97059629,800,400,2.0,28.0,0.0
6.311024,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1324.7214,150,95.0,2,15,0,0,50,0.0,200,100,4.2,24.3,0.0,15,93.88679711,600,200,3.2,21.7,0.0,9,423.2168081,3300,1200,2.7,25,0.1,37,-13.97059629,800,400,2.0,28.0,0.0
6.4761,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1324.7214,150,95.0,3,15,0,0,50,0.0,200,100,4.2,24.3,0.0,14,108.4111461,600,200,3.2,21.7,0.0,9,410.1010788,3300,1200,2.7,25,0.1,37,-13.97059629,800,400,2.0,28.0,0.0
6.626043,1,AUTO,ARMED,5,AVAILABLE,UNAVAILABLE,UNAVAILABLE,7,7,ACTIVE,716,A_N2-A5_AB.NC,A_N2-A5_AB.NC,7,-0.000332225,18,0.0005,1628724.88,470393,184.4,1324.7214,150,95.0,3,15,0,0,50,0.0,200,100,4.2,24.3,0.0,14,115.6732676,600,200,3.2,21.7,0.0,9,403.5429784,3300,1200,2.7,25,0.1,37,-13.97059629,800,400,2.0,28.0,0.0
