time,COR_Status,Controller_Mode,EStop_State,Machine_Mode,avail,dev_asset_chg,dev_asset_rem,Block_Number,Current_Tool,Execution,Part_Count,Program_Name_Editing,Program_Name_Running,Machine_Time,Spindle_Time,energy,watt,Feed_Override,Feed_Rate,Program_Runtime_Seconds,Rapid_Override,Rapid_Speed,S_Axis_Load,Spindle_Override,Spindle_Speed,smapeak,smarms,smcrest,smdisp,smvrms,X_Axis_Load,X_Position,xmapeak,xmarms,xmcrest,xmdisp,xmvrms,Y_Axis_Load,Y_Position,ymapeak,ymarms,ymcrest,ymdisp,ymvrms,Z_Axis_Load,Z_Position,zmapeak,zmarms,zmcrest,zmdisp,zmvrms
0.0,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2831.5,57.9501,48.861,4.47864e-05,0.0129467,0,557.9470974,2496.43,33.195,75.205,0.000138793,0.0237042,0,306.7551103,456.323,48.5198,9.40488,2.90556e-05,0.0081977,7,-30.31976735,192.287,26.8853,7.15212,9.73119e-06,0.00569138
0.146058,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2831.5,57.9501,48.861,4.47864e-05,0.0129467,0,557.9470974,2496.43,33.195,75.205,0.000138793,0.0237042,0,306.7551103,456.323,48.5198,9.40488,2.90556e-05,0.0081977,7,-30.31976735,192.287,26.8853,7.15212,9.73119e-06,0.00569138
0.289541,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2831.5,57.9501,48.861,4.47864e-05,0.0129467,0,557.9470974,2496.43,33.195,75.205,0.000138793,0.0237042,0,306.7551031,456.323,48.5198,9.40488,2.90556e-05,0.0081977,7,-30.31976735,192.287,26.8853,7.15212,9.73119e-06,0.00569138
0.438864,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2831.5,57.9501,48.861,4.47864e-05,0.0129467,0,557.9470974,2496.43,33.195,75.205,0.000138793,0.0237042,0,306.7551103,456.323,48.5198,9.40488,2.90556e-05,0.0081977,7,-30.31976735,192.287,26.8853,7.15212,9.73119e-06,0.00569138
0.618426,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9470974,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31977879,216.324,28.0812,7.70352,3.18352e-05,0.0083937
0.787291,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9470974,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31976735,216.324,28.0812,7.70352,3.18352e-05,0.0083937
0.997211,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.793,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9470974,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31976735,216.324,28.0812,7.70352,3.18352e-05,0.0083937
1.177062,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.6631,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9471045,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31976735,216.324,28.0812,7.70352,3.18352e-05,0.0083937
1.321257,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.6631,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9470974,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31976735,216.324,28.0812,7.70352,3.18352e-05,0.0083937
1.466364,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,5,ERROR,9,E_P1S-A3.NC,E_P1S-A3.NC,2072774.901,193484.086,5708.9,2071.6631,100,0.0,33,100,0,0,100,0.0,2879.49,61.1674,47.0756,4.97997e-05,0.0189085,0,557.9470974,2544.44,34.2903,74.2029,3.12276e-05,0.0128395,0,306.7551103,408.292,50.4754,8.08893,4.15697e-05,0.00991969,7,-30.31977879,216.324,28.0812,7.70352,3.18352e-05,0.0083937
