time,COR_Status,Controller_Mode,EStop_State,Machine_Mode,avail,dev_asset_chg,dev_asset_rem,Block_Number,Current_Tool,Execution,Part_Count,Program_Name_Editing,Program_Name_Running,Machine_Time,Spindle_Time,energy,watt,Feed_Override,Feed_Rate,Program_Runtime_Seconds,Rapid_Override,Rapid_Speed,S_Axis_Load,Spindle_Override,Spindle_Speed,smapeak,smarms,smcrest,smdisp,smvrms,X_Axis_Load,X_Position,xmapeak,xmarms,xmcrest,xmdisp,xmvrms,Y_Axis_Load,Y_Position,ymapeak,ymarms,ymcrest,ymdisp,ymvrms,Z_Axis_Load,Z_Position,zmapeak,zmarms,zmcrest,zmdisp,zmvrms
0.0,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2048.457,100,0.0,45,100,0,0,100,0.0,2663.53,415.628,6.40845,2.48403e-05,0.0223007,0,569.9541935,2040.35,39.3642,51.8326,5.88547e-05,0.0149919,0,275.3360057,432.308,49.9652,8.65218,2.26274e-05,0.00853935,7,-2.88e-06,240.361,32.2852,7.44493,2.45647e-05,0.0101806
0.162027,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2048.457,100,0.0,45,100,0,0,100,0.0,2663.53,415.628,6.40845,2.48403e-05,0.0223007,0,569.9542006,2040.35,39.3642,51.8326,5.88547e-05,0.0149919,0,275.3360057,432.308,49.9652,8.65218,2.26274e-05,0.00853935,7,8.56003600593725e-06,240.361,32.2852,7.44493,2.45647e-05,0.0101806
0.32662,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,415.628,6.40845,2.48403e-05,0.0223007,0,569.9541935,2040.35,39.3642,51.8326,5.88547e-05,0.0149919,0,275.3360057,432.308,49.9652,8.65218,2.26274e-05,0.00853935,7,8.56003600593725e-06,240.361,32.2852,7.44493,2.45647e-05,0.0101806
0.481232,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9541935,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3360057,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
0.623847,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9542006,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3360057,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-1.43e-05,192.288,33.119,5.80597,2.9785e-05,0.0111517
0.764765,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9541935,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3359985,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
0.906783,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9542006,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3359985,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
1.071286,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9541935,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3360057,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
1.210126,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.837,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9542006,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3359985,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
1.353498,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,2,ERROR,3,B_N2-A3.NC,B_N2-A3.NC,2064128.056,191321.486,5702.8,2046.2256,100,0.0,45,100,0,0,100,0.0,2663.53,411.734,6.46906,2.90332e-05,0.0195459,0,569.9541935,2040.36,36.3965,56.0592,5.66466e-05,0.0122113,0,275.3359985,432.307,52.3465,8.25857,5.79371e-05,0.0142839,7,-2.88e-06,192.288,33.119,5.80597,2.9785e-05,0.0111517
