Model,Cohort,Split,repeat,Experiment,n,MCC,Brier,NLL,MCC eligible
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.0010674899254414934,0.01910829703677168,False
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.13226308074269175,0.3907315131193216,True
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0004441364913427119,0.02076945481756849,False
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.0014104479115305418,0.025147950688545608,True
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0003790292855439605,0.01926075228124262,False
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.691827433174887,1.8379322963375542,False
HBAF,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.05072711317286613,0.20648779808683823,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.15158037656054751,0.43095005074613724,True
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.002011015372049132,0.01238425210403489,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.02375472117664941,0.08973587988783033,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.12332726384653787,0.3633472747068127,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,9.181326156097998e-05,0.003726538400226587,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.60279628678631,0.26024244562531995,1.1717911917474444,True
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,8.905164366535139e-05,0.006866739794426448,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,4.2311135787799e-06,0.0010111346654577162,True
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,2.787291482331514e-05,0.0028554713504611996,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.7066323705072546,2.8717275763857937,False
TabM calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.0029593008509485237,0.03263654363900029,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.3012853345780674,0.7967533254337587,True
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.005238890980433513,0.07474017218348453,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.003917602526049988,0.06462559555126361,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.45826588297060017,1.3741691786483707,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.0038999438687865066,0.03591774755632805,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.2145725871055793,0.6819219918995209,True
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0010488347861774437,0.03256752744523073,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.008315119986734452,0.05532982057763607,True
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0011083605912310334,0.033539445684937184,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.6348414275741221,1.6523122968458848,False
GaussianNB calibrated,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.18893228196226944,0.5550822032179549,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.19239272291189613,0.5721235800436959,True
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.0022121015697936634,0.04284781514733014,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.008521654415231004,0.06331575651847617,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.21116066591493776,0.6248249355873662,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.0009000926245834783,0.01764274176020145,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.13525581253986763,0.39557525459813103,True
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.000770784785073778,0.027790877451368476,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.005586467836117402,0.04424759937739773,True
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0007704322971111938,0.027827306716499915,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.6359879230953988,1.6187181908247528,False
Global learned fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.13171908682081318,0.40364745635682936,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.4012033633232859,0.1920651388978343,0.5713605947156144,True
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.0022050253895059516,0.042711558947341896,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.008564874518940677,0.06333414493098039,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.2260269171481502,0.6593392828317645,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.0010674899254414928,0.019108297036771672,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.13226308074269175,0.3907315131193216,True
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0003995343055827992,0.019629126867559236,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.0021578115756625063,0.02654141118679089,True
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0003358887004472728,0.018077013377422513,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.6506585044319151,1.6967203125610595,False
Equal fusion,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.05755945474097879,0.22684603281547652,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.3114510614341045,0.224734642517398,0.6417855151504047,True
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.00023710220488898322,0.009069006858746105,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.0013143682234464606,0.023756634077297306,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.22602691714815018,0.6593392828317645,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.001067489925441493,0.019108297036771672,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.13226308074269175,0.3907315131193215,True
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0007055711415526442,0.026516842002485073,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,1.0,0.0006162285325301769,0.024929552331135724,True
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0006478012538409729,0.025461788426094818,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.8327104501665823,2.677215077181998,False
MAP gate,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.044701530098855725,0.15658360884632935,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.10815746314817509,0.2352568714370772,0.6638678682954031,True
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.0002499542490484875,0.008321527275469406,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.0013555933603579696,0.023533160633682104,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.45425573611056763,1.3565891304276207,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.0030425788010714485,0.01563969825552242,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.2116399708311426,0.6558542881938725,True
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0010443527306802656,0.03249622556540005,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.008180365026937074,0.05497199704803449,True
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0011027112448297747,0.03345182855368217,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.6348510401727343,1.650286374066277,False
No hierarchy,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.18310903737042672,0.5380426801616778,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.262830948856102,0.1238086823787285,0.39906103187687847,True
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.01383672175068031,0.05363783599516196,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.07552757807649454,0.29071098705078563,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.41488965852037296,1.1829000115227772,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.043730500599073234,0.185201923502157,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.5731902027660701,0.13030902390421306,0.373960783181968,True
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.005953720260388233,0.06945222117944837,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,1.0,0.000861689342069494,0.021931117707528373,True
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.0025401177474284795,0.04049956560471489,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.5671707201436617,1.6057191110723543,False
Raw TabM,Current nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.016992624289073593,0.11398085412570873,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.0,0.5390491929368558,1.370558859226777,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.0,0.4660692353613567,1.1909440872552526,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,0.04937435754348639,0.25129024758651536,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset8,64,,0.04937435754348639,0.25129024758651536,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,0.07049052909183029,0.3085659989520512,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,0.07049052909183029,0.3085659989520512,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,0.0,0.08786086052915275,0.3462538678299604,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.5394894778995365,1.3261384586555987,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,0.5394894778995365,1.3261384586555987,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.0,0.5390491929368558,1.370558859226777,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.0,0.4660692353613568,1.1909440872552528,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,0.07049052909183025,0.3085659989520511,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,0.0,0.0878608605291527,0.3462538678299603,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.5394894778995365,1.3261384586555989,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.5394894778995365,1.3261384586555989,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,0.07049052909183025,0.3085659989520511,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.04227850221219302,0.2301900301098483,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.04227850221219302,0.2301900301098483,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.0,0.5390491929368556,1.3705588592267768,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,0.0,0.4660692353613568,1.1909440872552528,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,0.0,0.0878608605291528,0.34625386782996054,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,0.07049052909183039,0.30856599895205145,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.5394894778995363,1.3261384586555975,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.5394894778995363,1.3261384586555975,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,0.07049052909183039,0.30856599895205145,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.0,0.5390491929368556,1.3705588592267768,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,0.04227850221219302,0.2301900301098483,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.04227850221219302,0.2301900301098483,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.04937435754348639,0.25129024758651536,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.0,0.4660692353613567,1.1909440872552526,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.04937435754348639,0.25129024758651536,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,0.0704905290918303,0.3085659989520513,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,0.0704905290918303,0.3085659989520513,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,0.0,0.08786086052915276,0.3462538678299604,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.5394894778995364,1.3261384586555984,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.5394894778995364,1.3261384586555984,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.5390491929368558,1.370558859226777,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.04227850221219298,0.23019003010984823,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.04937435754348635,0.2512902475865153,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.4660692353613568,1.1909440872552528,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.07049052909183025,0.3085659989520511,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.0878608605291527,0.3462538678299603,True
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.07049052909183025,0.3085659989520511,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.5394894778995365,1.3261384586555989,False
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.5394894778995365,1.3261384586555989,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.0,0.09918318506757483,0.3210271499375789,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.0006204266556894831,0.019606127541542,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.005845352904905483,0.042731460229401295,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.4931969619160718,0.4289371609075666,1.5392399460206616,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,2.3196557116204304e-06,0.0009280049004918052,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset8,64,,0.04019445666960189,0.14568714438458208,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,0.18579363491452194,0.5479035187600898,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,1.39647520338771e-06,0.0009899537908087275,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,1.0,2.1645570320787252e-07,0.0003620022634475632,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.02722310993116848,0.1561279376131601,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,0.0009332179916397201,0.014681216766847983,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.2366812586014169,0.6685347316392294,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.4245023243039763,0.17432964250820163,0.509340687078477,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,7.206900816746661e-05,0.007163679842357113,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.2182178902359924,0.42479901797370423,1.2868624340928136,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,8.877772118174427e-05,0.009074111307519034,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.0002958722738261886,0.012507539539232568,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,4.707799350467007e-08,0.00019894596136335157,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,1.0,2.863700453109509e-07,0.0002404402636490064,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.5600781029971541,1.512389311812371,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.0018961993343173213,0.020211325582559555,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,0.015651313288185097,0.06502393529466918,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.26565855430937224,0.7324990036966699,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.00047486442625238866,0.019035175689858255,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.6459751934999393,0.31341652056508246,0.8696281273384213,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,0.4775669329409193,0.5036793654844631,1.8327684727530242,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,0.0005706502926241639,0.021594201246968064,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,0.006558562800983547,0.04857545119879207,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,1.0,4.5055071972919935e-05,0.0038284813412706987,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,3.5570528819686523e-06,0.0015798934762793402,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.40797542001252074,1.1271194373653155,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.011235287862870943,0.08061910475820915,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,0.05689032747749677,0.21990586676884236,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.1700375951120617,0.12371270606508716,0.35990858230284606,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,1.5490750778695744e-09,9.026408091041562e-06,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.1057688538481273,0.32681259499443227,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.025073788189603038,0.1645750471862824,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.5773502691896258,0.2972196164880288,0.9080356822915416,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.0036513291261050804,0.052982832589268405,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,0.00602555148464011,0.08069697382386339,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,0.0053375907287179615,0.07551045284690222,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,1.0,0.00951433354588199,0.08403528199381023,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.5156248884337885,1.2703207925362359,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.19246288779066525,0.5739205310906271,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.4166216191864911,0.22551565528587825,0.6360969544075075,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.001712581552642337,0.02738751316565003,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.013523265161479867,0.06744972239735104,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.36127791939351406,0.9759157567079999,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.00020461068274407108,0.011506713667200921,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.5773502691896258,0.29454252403243864,1.024479444269145,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.011289843013557704,0.1109677172210308,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,1.0,0.020452318055658242,0.12239245267948992,True
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.00585081682403173,0.07848979524681383,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.38623569258817675,0.9727173840783214,False
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.14859932710513066,0.48218283055834,False
Random Forest,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.0,0.11740311631534733,0.4004214156165385,True
Random Forest,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.0036218518786277974,0.03786339137466168,False
Random Forest,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.23648541612689675,0.6636485899623809,False
Random Forest,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.3110855084191276,0.1321419878492251,0.3995542129145613,True
Random Forest,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,0.003199025951083347,0.03220533658814426,False
