machine_id,StateLabel,n,share_percent
imi_vm20i,0,1173,74.00630914826499
imi_vm20i,1,325,20.50473186119874
imi_vm20i,2,87,5.488958990536277
imi_vmx30ui,0,704,75.94390507011866
imi_vmx30ui,1,133,14.347357065803667
imi_vmx30ui,2,90,9.70873786407767
